web-scraper-order,web-scraper-start-url,offer_url,offer_url-href,location,net_price,deposit,area,room_num,build_type,floor,total_floor,build_mat,windows,heating,year_built,status,agd,security,add_info,rest_info,offer_ID,next_pagination,next_pagination-href,add_cost,offer_last_update,second_page,second_page-href,third_page,third_page-href
1612265376-2313,https://www.otodom.pl/wynajem/mieszkanie/warszawa/?search%5Bprivate_business%5D=private&search%5Border%5D=created_at_first%3Adesc&search%5Bregion_id%5D=7&search%5Bsubregion_id%5D=197&search%5Bcity_id%5D=26&nrAdsPerPage=72,"36 m²
                    
                        Mieszkanie 36m2 Metro Racławicka 2 pokoje",https://www.otodom.pl/pl/oferta/mieszkanie-36m2-metro-raclawicka-2-pokoje-ID49Mly.html#2cc7c7706d,"Warszawa, Mokotów, Wierzbno",2 100 zł,Kaucja:2 600 zł,Powierzchnia:36 m²,Liczba pokoi:2,Rodzaj zabudowy:blok,Piętro:3,Liczba pięter:3,Materiał budynku:cegła,Okna:plastikowe,Ogrzewanie:miejskie,Rok budowy:1950,Stan wykończenia:do zamieszkania,zmywarkalodówkameblepiekarnikkuchenkapralka,balkonpiwnicatylko dla niepalących,,,Nr oferty w Otodom: 61436144,,https://www.otodom.pl/wynajem/mieszkanie/warszawa/?search%5Bprivate_business%5D=private&search%5Border%5D=created_at_first%3Adesc&search%5Bregion_id%5D=7&search%5Bsubregion_id%5D=197&search%5Bcity_id%5D=26&nrAdsPerPage=72&page=5,Czynsz - dodatkowo:513 zł,Data aktualizacji: 7 dni temu,,,,
1612264937-2169,https://www.otodom.pl/wynajem/mieszkanie/warszawa/?search%5Bprivate_business%5D=private&search%5Border%5D=created_at_first%3Adesc&search%5Bregion_id%5D=7&search%5Bsubregion_id%5D=197&search%5Bcity_id%5D=26&nrAdsPerPage=72,"47 m²
                    
                        Mieszkanie, 47 m², Warszawa",https://www.otodom.pl/pl/oferta/mieszkanie-47-m-warszawa-ID49JxL.html#1436b9533d,"Warszawa, Mokotów",3 000 zł,Kaucja:4 000 zł,Powierzchnia:47 m²,Liczba pokoi:2,Rodzaj zabudowy:apartamentowiec,Piętro:1,Liczba pięter:5,,,,Rok budowy:2020,Stan wykończenia:do zamieszkania,zmywarkalodówkameblepiekarnikkuchenkatelewizorpralka,system alarmowydomofon / wideofonmonitoring / ochrona,internet,garaż/miejsce parkingoweogródektaraspom. użytkowe,Nr oferty w Otodom: 61425369,,https://www.otodom.pl/wynajem/mieszkanie/warszawa/?search%5Bprivate_business%5D=private&search%5Border%5D=created_at_first%3Adesc&search%5Bregion_id%5D=7&search%5Bsubregion_id%5D=197&search%5Bcity_id%5D=26&nrAdsPerPage=72&page=7,Czynsz - dodatkowo:600 zł,Data aktualizacji: 9 dni temu,,,,
1612262458-1356,https://www.otodom.pl/wynajem/mieszkanie/warszawa/?search%5Bprivate_business%5D=private&search%5Border%5D=created_at_first%3Adesc&search%5Bregion_id%5D=7&search%5Bsubregion_id%5D=197&search%5Bcity_id%5D=26&nrAdsPerPage=72,"30 m²
                    
                        kawalerka Bielany Kasprowicza",https://www.otodom.pl/pl/oferta/kawalerka-bielany-kasprowicza-ID49peO.html#6bbf101619,"Warszawa, Bielany, ul. Jana Kasprowicza",1 600 zł,Kaucja:1 600 zł,Powierzchnia:30 m²,Liczba pokoi:1,Rodzaj zabudowy:kamienica,Piętro:2,Liczba pięter:2,Materiał budynku:cegła,Okna:plastikowe,Ogrzewanie:gazowe,,Stan wykończenia:do zamieszkania,lodówkameblepiekarnikkuchenkapralka,teren zamknięty,,,Nr oferty w Otodom: 61347314,,https://www.otodom.pl/wynajem/mieszkanie/warszawa/?search%5Bprivate_business%5D=private&search%5Border%5D=created_at_first%3Adesc&search%5Bregion_id%5D=7&search%5Bsubregion_id%5D=197&search%5Bcity_id%5D=26&nrAdsPerPage=72&page=18,,Data aktualizacji: 21 dni temu,,,,
1612258670-126,https://www.otodom.pl/wynajem/mieszkanie/warszawa/?search%5Bprivate_business%5D=private&search%5Border%5D=created_at_first%3Adesc&search%5Bregion_id%5D=7&search%5Bsubregion_id%5D=197&search%5Bcity_id%5D=26&nrAdsPerPage=72,"78 m²
                    
                        Mieszkanie 78m2 w kameralnym apartamentowcu",https://www.otodom.pl/pl/oferta/mieszkanie-78m2-w-kameralnym-apartamentowcu-ID3gwf0.html#28491f7c45,"Warszawa, Mokotów, Górny Mokotów, al. Aleja Wyścigowa",3 150 zł,Kaucja:3 150 zł,Powierzchnia:78 m²,Liczba pokoi:3,Rodzaj zabudowy:apartamentowiec,Piętro:1,Liczba pięter:4,,Okna:drewniane,Ogrzewanie:miejskie,Rok budowy:2012,Stan wykończenia:do zamieszkania,zmywarkalodówkameblepiekarnikkuchenkatelewizorpralka,domofon / wideofonmonitoring / ochrona,balkongaraż/miejsce parkingowe,,Nr oferty w Otodom: 48262350,,https://www.otodom.pl/wynajem/mieszkanie/warszawa/?search%5Bprivate_business%5D=private&search%5Border%5D=created_at_first%3Adesc&search%5Bregion_id%5D=7&search%5Bsubregion_id%5D=197&search%5Bcity_id%5D=26&nrAdsPerPage=72&page=34,,Data aktualizacji: 7 dni temu,,,,
1612263878-1825,https://www.otodom.pl/wynajem/mieszkanie/warszawa/?search%5Bprivate_business%5D=private&search%5Border%5D=created_at_first%3Adesc&search%5Bregion_id%5D=7&search%5Bsubregion_id%5D=197&search%5Bcity_id%5D=26&nrAdsPerPage=72,"36 m²
                    
                        Piękne nowe mieszkanie 2-pok, Ochota/ Raków",https://www.otodom.pl/pl/oferta/piekne-nowe-mieszkanie-2-pok-ochota-rakow-ID49CjQ.html#20b2ac00d8,"Warszawa, Włochy, Nowe Włochy, ul. Klinkierowa",2 000 zł,,Powierzchnia:36 m²,Liczba pokoi:2,Rodzaj zabudowy:blok,Piętro:3,Liczba pięter:4,Materiał budynku:cegła,Okna:plastikowe,Ogrzewanie:miejskie,Rok budowy:2019,Stan wykończenia:do zamieszkania,zmywarkalodówkameblepiekarnikkuchenkapralka,drzwi / okna antywłamanioweteren zamkniętydomofon / wideofonmonitoring / ochrona,telewizja kablowainternet,balkongaraż/miejsce parkingowewindatylko dla niepalących,Nr oferty w Otodom: 61397598,,https://www.otodom.pl/wynajem/mieszkanie/warszawa/?search%5Bprivate_business%5D=private&search%5Border%5D=created_at_first%3Adesc&search%5Bregion_id%5D=7&search%5Bsubregion_id%5D=197&search%5Bcity_id%5D=26&nrAdsPerPage=72&page=12,Czynsz - dodatkowo:450 zł,Data aktualizacji: 5 dni temu,,,,
1612258455-54,https://www.otodom.pl/wynajem/mieszkanie/warszawa/?search%5Bprivate_business%5D=private&search%5Border%5D=created_at_first%3Adesc&search%5Bregion_id%5D=7&search%5Bsubregion_id%5D=197&search%5Bcity_id%5D=26&nrAdsPerPage=72,"43 m²
                    
                        Nowe blisko centrium W-wy Ochota ul Rakowska",https://www.otodom.pl/pl/oferta/nowe-blisko-centrium-w-wy-ochota-ul-rakowska-ID2Vt3r.html#1d6746a455,"Warszawa, Ochota, Rakowska",1 900 zł,Kaucja:1 900 zł,Powierzchnia:43 m²,Liczba pokoi:2,Rodzaj zabudowy:blok,Piętro:1,Liczba pięter:4,Materiał budynku:cegła,Okna:plastikowe,Ogrzewanie:miejskie,Rok budowy:2016,Stan wykończenia:do zamieszkania,lodówkameblepiekarnikkuchenkapralka,drzwi / okna antywłamaniowedomofon / wideofonmonitoring / ochrona,balkonwindatylko dla niepalącychoddzielna kuchnia,,Nr oferty w Otodom: 43487385,,https://www.otodom.pl/wynajem/mieszkanie/warszawa/?search%5Bprivate_business%5D=private&search%5Border%5D=created_at_first%3Adesc&search%5Bregion_id%5D=7&search%5Bsubregion_id%5D=197&search%5Bcity_id%5D=26&nrAdsPerPage=72&page=35,Czynsz - dodatkowo:350 zł,Data aktualizacji: 9 dni temu,,,,
1612258470-59,https://www.otodom.pl/wynajem/mieszkanie/warszawa/?search%5Bprivate_business%5D=private&search%5Border%5D=created_at_first%3Adesc&search%5Bregion_id%5D=7&search%5Bsubregion_id%5D=197&search%5Bcity_id%5D=26&nrAdsPerPage=72,"40 m²
                    
                        Mieszkanie 40m2, ul. Alternatywy 4 - Ursynów",https://www.otodom.pl/pl/oferta/mieszkanie-40m2-ul-alternatywy-4-ursynow-ID30DfG.html#1d6746a455,"Warszawa, Ursynów, Alternatywy 4",2 400 zł,Kaucja:2 400 zł,Powierzchnia:40 m²,Liczba pokoi:2,Rodzaj zabudowy:blok,Piętro:8,Liczba pięter:12,Materiał budynku:cegła,Okna:plastikowe,Ogrzewanie:miejskie,Rok budowy:2007,Stan wykończenia:do zamieszkania,zmywarkalodówkameblepiekarnikkuchenkatelewizorpralka,drzwi / okna antywłamanioweteren zamkniętydomofon / wideofonmonitoring / ochrona,telewizja kablowainternettelefon,balkongaraż/miejsce parkingowewinda,Nr oferty w Otodom: 44479896,,https://www.otodom.pl/wynajem/mieszkanie/warszawa/?search%5Bprivate_business%5D=private&search%5Border%5D=created_at_first%3Adesc&search%5Bregion_id%5D=7&search%5Bsubregion_id%5D=197&search%5Bcity_id%5D=26&nrAdsPerPage=72&page=35,,Data aktualizacji: 5 dni temu,,,,
1612259815-502,https://www.otodom.pl/wynajem/mieszkanie/warszawa/?search%5Bprivate_business%5D=private&search%5Border%5D=created_at_first%3Adesc&search%5Bregion_id%5D=7&search%5Bsubregion_id%5D=197&search%5Bcity_id%5D=26&nrAdsPerPage=72,"47 m²
                    
                        Ordona, Wola | 2 pokoje 47m2 | Czynsz w cenie",https://www.otodom.pl/pl/oferta/ordona-wola-2-pokoje-47m2-czynsz-w-cenie-ID435je.html#328d9964e3,"Warszawa, Wola",2 500 zł,Kaucja:2 500 zł,Powierzchnia:47 m²,Liczba pokoi:2,Rodzaj zabudowy:blok,Piętro:1,,,,,Rok budowy:2018,Stan wykończenia:do zamieszkania,zmywarkalodówkameblepiekarnikkuchenkapralka,balkongaraż/miejsce parkingowewindatylko dla niepalących,,,Nr oferty w Otodom: 59840740,,https://www.otodom.pl/wynajem/mieszkanie/warszawa/?search%5Bprivate_business%5D=private&search%5Border%5D=created_at_first%3Adesc&search%5Bregion_id%5D=7&search%5Bsubregion_id%5D=197&search%5Bcity_id%5D=26&nrAdsPerPage=72&page=29,,Data aktualizacji: 20 godzin temu,,,,
1612264761-2112,https://www.otodom.pl/wynajem/mieszkanie/warszawa/?search%5Bprivate_business%5D=private&search%5Border%5D=created_at_first%3Adesc&search%5Bregion_id%5D=7&search%5Bsubregion_id%5D=197&search%5Bcity_id%5D=26&nrAdsPerPage=72,"74 m²
                    
                        Mieszkanie 3 pokojowe, Wilanów, ul. Sarmacka",https://www.otodom.pl/pl/oferta/mieszkanie-3-pokojowe-wilanow-ul-sarmacka-ID49Igj.html#744bf652fe,"Warszawa, Wilanów, ul. Sarmacka",3 400 zł,Kaucja:3 400 zł,Powierzchnia:74 m²,Liczba pokoi:3,Rodzaj zabudowy:apartamentowiec,Piętro:1,Liczba pięter:3,Materiał budynku:beton komórkowy,Okna:drewniane,Ogrzewanie:miejskie,Rok budowy:2005,Stan wykończenia:do zamieszkania,zmywarkalodówkameblepiekarnikkuchenkatelewizorpralka,drzwi / okna antywłamaniowedomofon / wideofonmonitoring / ochrona,balkongaraż/miejsce parkingowewindatylko dla niepalących,,Nr oferty w Otodom: 61420443,,https://www.otodom.pl/wynajem/mieszkanie/warszawa/?search%5Bprivate_business%5D=private&search%5Border%5D=created_at_first%3Adesc&search%5Bregion_id%5D=7&search%5Bsubregion_id%5D=197&search%5Bcity_id%5D=26&nrAdsPerPage=72&page=8,Czynsz - dodatkowo:800 zł,Data aktualizacji: 11 dni temu,,,,
1612261592-1072,https://www.otodom.pl/wynajem/mieszkanie/warszawa/?search%5Bprivate_business%5D=private&search%5Border%5D=created_at_first%3Adesc&search%5Bregion_id%5D=7&search%5Bsubregion_id%5D=197&search%5Bcity_id%5D=26&nrAdsPerPage=72,"63 m²
                    
                        Wynajmę mieszkanie 63 m2, 2 pokoje , Dolny Mokotów",https://www.otodom.pl/pl/oferta/wynajme-mieszkanie-63-m2-2-pokoje-dolny-mokotow-ID48USV.html#b3839ae84a,"Warszawa, Mokotów, Dolny Mokotów",3 000 zł,Kaucja:3 000 zł,Powierzchnia:63 m²,Liczba pokoi:2,Rodzaj zabudowy:kamienica,Piętro:parter,Liczba pięter:2,Materiał budynku:cegła,Okna:plastikowe,Ogrzewanie:miejskie,,Stan wykończenia:do zamieszkania,zmywarkalodówkameblepiekarnikkuchenkapralka,teren zamkniętydomofon / wideofon,telewizja kablowainternet,balkonpiwnicatylko dla niepalących,Nr oferty w Otodom: 61230638,,https://www.otodom.pl/wynajem/mieszkanie/warszawa/?search%5Bprivate_business%5D=private&search%5Border%5D=created_at_first%3Adesc&search%5Bregion_id%5D=7&search%5Bsubregion_id%5D=197&search%5Bcity_id%5D=26&nrAdsPerPage=72&page=22,Czynsz - dodatkowo:600 zł,Data aktualizacji: 6 dni temu,,,,
1612262403-1338,https://www.otodom.pl/wynajem/mieszkanie/warszawa/?search%5Bprivate_business%5D=private&search%5Border%5D=created_at_first%3Adesc&search%5Bregion_id%5D=7&search%5Bsubregion_id%5D=197&search%5Bcity_id%5D=26&nrAdsPerPage=72,"74 m²
                    
                        Warszawa Ursus Przy Forcie - Mieszkanie na wynajem",https://www.otodom.pl/pl/oferta/warszawa-ursus-przy-forcie-mieszkanie-na-wynajem-ID49oI4.html#6bbf101619,"Warszawa, Ursus, ul. Przy Forcie",3 500 zł,Kaucja:3 500 zł,Powierzchnia:74 m²,Liczba pokoi:3,Rodzaj zabudowy:apartamentowiec,Piętro:3,Liczba pięter:4,Materiał budynku:cegła,Okna:plastikowe,Ogrzewanie:miejskie,Rok budowy:2012,Stan wykończenia:do zamieszkania,zmywarkalodówkameblepiekarnikkuchenkatelewizorpralka,teren zamkniętydomofon / wideofonmonitoring / ochrona,balkongaraż/miejsce parkingowewindatylko dla niepalącychpom. użytkowe,,Nr oferty w Otodom: 61345284,,https://www.otodom.pl/wynajem/mieszkanie/warszawa/?search%5Bprivate_business%5D=private&search%5Border%5D=created_at_first%3Adesc&search%5Bregion_id%5D=7&search%5Bsubregion_id%5D=197&search%5Bcity_id%5D=26&nrAdsPerPage=72&page=18,Czynsz - dodatkowo:890 zł,Data aktualizacji: 10 dni temu,,,,
1612265005-2191,https://www.otodom.pl/wynajem/mieszkanie/warszawa/?search%5Bprivate_business%5D=private&search%5Border%5D=created_at_first%3Adesc&search%5Bregion_id%5D=7&search%5Bsubregion_id%5D=197&search%5Bcity_id%5D=26&nrAdsPerPage=72,"25 m²
                    
                        Kawalerka na Pradze Południe do wynajęcia",https://www.otodom.pl/pl/oferta/kawalerka-na-pradze-poludnie-do-wynajecia-ID49JIj.html#1436b9533d,"Warszawa, Praga-Południe",1 700 zł,Kaucja:1 700 zł,Powierzchnia:25 m²,Liczba pokoi:1,Rodzaj zabudowy:blok,Piętro:4,Liczba pięter:4,Materiał budynku:cegła,,Ogrzewanie:miejskie,,Stan wykończenia:do zamieszkania,lodówkameblepiekarnikkuchenkatelewizorpralka,domofon / wideofon,telewizja kablowainternet,windatylko dla niepalących,Nr oferty w Otodom: 61426023,,https://www.otodom.pl/wynajem/mieszkanie/warszawa/?search%5Bprivate_business%5D=private&search%5Border%5D=created_at_first%3Adesc&search%5Bregion_id%5D=7&search%5Bsubregion_id%5D=197&search%5Bcity_id%5D=26&nrAdsPerPage=72&page=7,,Data aktualizacji: 9 dni temu,,,,
1612265059-2209,https://www.otodom.pl/wynajem/mieszkanie/warszawa/?search%5Bprivate_business%5D=private&search%5Border%5D=created_at_first%3Adesc&search%5Bregion_id%5D=7&search%5Bsubregion_id%5D=197&search%5Bcity_id%5D=26&nrAdsPerPage=72,"80 m²
                    
                        Wynajme duze mieszkanie 80m2 na Ursynowie",https://www.otodom.pl/pl/oferta/wynajme-duze-mieszkanie-80m2-na-ursynowie-ID49JNA.html#46fc8c958f,"Warszawa, Ursynów, ul. Małej Łąki",2 700 zł,Kaucja:3 500 zł,Powierzchnia:80 m²,Liczba pokoi:3,Rodzaj zabudowy:blok,Piętro:parter,Liczba pięter:4,Materiał budynku:wielka płyta,Okna:plastikowe,Ogrzewanie:miejskie,,Stan wykończenia:do zamieszkania,lodówkameblepiekarnikkuchenkatelewizorpralka,domofon / wideofon,telewizja kablowainternettelefon,balkonogródekoddzielna kuchnia,Nr oferty w Otodom: 61426350,,https://www.otodom.pl/wynajem/mieszkanie/warszawa/?search%5Bprivate_business%5D=private&search%5Border%5D=created_at_first%3Adesc&search%5Bregion_id%5D=7&search%5Bsubregion_id%5D=197&search%5Bcity_id%5D=26&nrAdsPerPage=72&page=6,Czynsz - dodatkowo:800 zł,Data aktualizacji: 9 dni temu,,,,
1612262331-1314,https://www.otodom.pl/wynajem/mieszkanie/warszawa/?search%5Bprivate_business%5D=private&search%5Border%5D=created_at_first%3Adesc&search%5Bregion_id%5D=7&search%5Bsubregion_id%5D=197&search%5Bcity_id%5D=26&nrAdsPerPage=72,"38 m²
                    
                        Wynajmę 2 pokojowe mieszkanie na Bielanach",https://www.otodom.pl/pl/oferta/wynajme-2-pokojowe-mieszkanie-na-bielanach-ID49ov9.html#6bbf101619,"Warszawa, Bielany, ul. Antoniego Magiera",2 000 zł,Kaucja:2 000 zł,Powierzchnia:38 m²,Liczba pokoi:2,Rodzaj zabudowy:blok,Piętro:4,Liczba pięter:4,Materiał budynku:cegła,Okna:plastikowe,Ogrzewanie:miejskie,,Stan wykończenia:do zamieszkania,lodówkameblepiekarnikkuchenkatelewizorpralka,domofon / wideofon,balkonpiwnica,,Nr oferty w Otodom: 61344545,,https://www.otodom.pl/wynajem/mieszkanie/warszawa/?search%5Bprivate_business%5D=private&search%5Border%5D=created_at_first%3Adesc&search%5Bregion_id%5D=7&search%5Bsubregion_id%5D=197&search%5Bcity_id%5D=26&nrAdsPerPage=72&page=18,,Data aktualizacji: 3 dni temu,,,,
1612261610-1078,https://www.otodom.pl/wynajem/mieszkanie/warszawa/?search%5Bprivate_business%5D=private&search%5Border%5D=created_at_first%3Adesc&search%5Bregion_id%5D=7&search%5Bsubregion_id%5D=197&search%5Bcity_id%5D=26&nrAdsPerPage=72,"53 m²
                    
                        Wynajmę 3-pokojowe mieszkanie na Ursynowie",https://www.otodom.pl/pl/oferta/wynajme-3-pokojowe-mieszkanie-na-ursynowie-ID48VUw.html#b3839ae84a,"Warszawa, Ursynów",2 700 zł,Kaucja:3 000 zł,Powierzchnia:53 m²,Liczba pokoi:3,Rodzaj zabudowy:blok,Piętro:3,Liczba pięter:3,,,Ogrzewanie:miejskie,,Stan wykończenia:do zamieszkania,zmywarkalodówkameblepiekarnikkuchenkapralka,domofon / wideofon,klimatyzacjabalkongaraż/miejsce parkingowewinda,wynajmę również studentom,Nr oferty w Otodom: 61238423,,https://www.otodom.pl/wynajem/mieszkanie/warszawa/?search%5Bprivate_business%5D=private&search%5Border%5D=created_at_first%3Adesc&search%5Bregion_id%5D=7&search%5Bsubregion_id%5D=197&search%5Bcity_id%5D=26&nrAdsPerPage=72&page=22,,Data aktualizacji: 8 dni temu,,,,
1612266172-2574,https://www.otodom.pl/wynajem/mieszkanie/warszawa/?search%5Bprivate_business%5D=private&search%5Border%5D=created_at_first%3Adesc&search%5Bregion_id%5D=7&search%5Bsubregion_id%5D=197&search%5Bcity_id%5D=26&nrAdsPerPage=72,"30 m²
                    
                        Atrakcyjna kawalerka 30m2- po remoncie na Bemowie.",https://www.otodom.pl/pl/oferta/atrakcyjna-kawalerka-30m2-po-remoncie-na-bemowie-ID49ReZ.html#d857922b87,"Warszawa, Bemowo, ul. gen. Tadeusza Pełczyńskiego",1 350 zł,Kaucja:1 800 zł,Powierzchnia:30 m²,Liczba pokoi:1,Rodzaj zabudowy:apartamentowiec,Piętro:6,Liczba pięter:7,Materiał budynku:inne,Okna:plastikowe,Ogrzewanie:miejskie,Rok budowy:2010,Stan wykończenia:do zamieszkania,lodówkameblepiekarnikkuchenkapralka,drzwi / okna antywłamaniowedomofon / wideofon,balkonwindaoddzielna kuchnia,,Nr oferty w Otodom: 61454957,,https://www.otodom.pl/wynajem/mieszkanie/warszawa/?search%5Bprivate_business%5D=private&search%5Border%5D=created_at_first%3Adesc&search%5Bregion_id%5D=7&search%5Bsubregion_id%5D=197&search%5Bcity_id%5D=26&nrAdsPerPage=72&page=2,Czynsz - dodatkowo:350 zł,Data aktualizacji: 2 dni temu,,,,
1612260749-797,https://www.otodom.pl/wynajem/mieszkanie/warszawa/?search%5Bprivate_business%5D=private&search%5Border%5D=created_at_first%3Adesc&search%5Bregion_id%5D=7&search%5Bsubregion_id%5D=197&search%5Bcity_id%5D=26&nrAdsPerPage=72,"50 m²
                    
                        Wynajmę mieszkanie 50 m2 na ul. Radarowej",https://www.otodom.pl/pl/oferta/wynajme-mieszkanie-50-m2-na-ul-radarowej-ID47s7n.html#bb8bf58d8c,"Warszawa, Ochota, Rakowiec, ul. Radarowa",2 470 zł,Kaucja:2 470 zł,Powierzchnia:50 m²,Liczba pokoi:3,Rodzaj zabudowy:blok,Piętro:1,Liczba pięter:4,Materiał budynku:wielka płyta,Okna:plastikowe,Ogrzewanie:miejskie,,Stan wykończenia:do zamieszkania,lodówkameblepiekarnikkuchenkapralka,drzwi / okna antywłamaniowedomofon / wideofonmonitoring / ochrona,oddzielna kuchnia,,Nr oferty w Otodom: 60881729,,https://www.otodom.pl/wynajem/mieszkanie/warszawa/?search%5Bprivate_business%5D=private&search%5Border%5D=created_at_first%3Adesc&search%5Bregion_id%5D=7&search%5Bsubregion_id%5D=197&search%5Bcity_id%5D=26&nrAdsPerPage=72&page=25,,Data aktualizacji: 2 dni temu,,,,
1612259910-533,https://www.otodom.pl/wynajem/mieszkanie/warszawa/?search%5Bprivate_business%5D=private&search%5Border%5D=created_at_first%3Adesc&search%5Bregion_id%5D=7&search%5Bsubregion_id%5D=197&search%5Bcity_id%5D=26&nrAdsPerPage=72,"38,20 m²
                    
                        Śródmieście, Pl. Na Rozdrożu, bezpośrednio",https://www.otodom.pl/pl/oferta/srodmiescie-pl-na-rozdrozu-bezposrednio-ID43K1P.html#328d9964e3,"Warszawa, Centrum, pl. Plac Na Rozdrożu",1 600 zł,Kaucja:2 200 zł,"Powierzchnia:38,20 m²",Liczba pokoi:2,Rodzaj zabudowy:kamienica,Piętro:5,Liczba pięter:6,Materiał budynku:cegła,Okna:plastikowe,Ogrzewanie:miejskie,Rok budowy:1960,Stan wykończenia:do zamieszkania,lodówkameblepiekarnikkuchenkapralka,drzwi / okna antywłamaniowedomofon / wideofon,telewizja kablowa,balkonpiwnicawindaoddzielna kuchnia,Nr oferty w Otodom: 59997265,,https://www.otodom.pl/wynajem/mieszkanie/warszawa/?search%5Bprivate_business%5D=private&search%5Border%5D=created_at_first%3Adesc&search%5Bregion_id%5D=7&search%5Bsubregion_id%5D=197&search%5Bcity_id%5D=26&nrAdsPerPage=72&page=29,Czynsz - dodatkowo:600 zł,Data aktualizacji: 7 dni temu,,,,
1612258622-110,https://www.otodom.pl/wynajem/mieszkanie/warszawa/?search%5Bprivate_business%5D=private&search%5Border%5D=created_at_first%3Adesc&search%5Bregion_id%5D=7&search%5Bsubregion_id%5D=197&search%5Bcity_id%5D=26&nrAdsPerPage=72,"25 m²
                    
                        Kawalerka blisko metra w centrum Pragi! 25 m²",https://www.otodom.pl/pl/oferta/kawalerka-blisko-metra-w-centrum-pragi-25-m-ID3dfZs.html#28491f7c45,"Warszawa, Praga-Północ, ul. Kowieńska 17/11",2 000 zł,Kaucja:2 500 zł,Powierzchnia:25 m²,Liczba pokoi:1,Rodzaj zabudowy:blok,Piętro:1,Liczba pięter:10,Materiał budynku:wielka płyta,Okna:plastikowe,Ogrzewanie:miejskie,Rok budowy:1973,Stan wykończenia:do zamieszkania,lodówkameblepiekarnikkuchenkapralka,teren zamkniętydomofon / wideofon,piwnicawinda,,Nr oferty w Otodom: 47488742,,https://www.otodom.pl/wynajem/mieszkanie/warszawa/?search%5Bprivate_business%5D=private&search%5Border%5D=created_at_first%3Adesc&search%5Bregion_id%5D=7&search%5Bsubregion_id%5D=197&search%5Bcity_id%5D=26&nrAdsPerPage=72&page=34,,Data aktualizacji: 1 dzień temu,,,,
